Facility ID,casemixindex,cases,MSPB-1 Baseline Rate,MSPB-1 Performance Rate,MSPB-1 Achievement Points,Hospital Ownership,Hospital Ownership2,Ownership 3,Hospital overall rating,Total Number of Discharges,Sum Predicted Readmissions,Sum Expected Readmissions,Total Excess Readmission Ratio
490021,1.9899,"9,131",0.985294,0.983488,1,Voluntary non-profit - Private,Voluntary non-profit,Private,5,3980,534.80797,605.561574,0.8832
490022,1.8338,"8,088",0.970477,0.988591,0,Voluntary non-profit - Private,Voluntary non-profit,Private,2,3820,677.86801,598.608599,1.1324
490023,1.6269,"1,177",1.021017,1.034419,0,Proprietary,Proprietary,,2,632,85.367847,78.311767,1.0901
490024,2.3531,"8,338",1.002002,1.01406,0,Voluntary non-profit - Private,Voluntary non-profit,Private,3,3807,563.624019,573.593336,0.9826
490033,1.3722,756,0.935085,0.972695,1,Voluntary non-profit - Private,Voluntary non-profit,Private,4,388,70.077619,69.804091,1.0039
490037,1.5509,876,0.897793,0.897428,6,Voluntary non-profit - Private,Voluntary non-profit,Private,3,382,68.868262,70.062327,0.983
490038,1.4779,409,0.93691,0.90429,6,Voluntary non-profit - Private,Voluntary non-profit,Private,5,153,28.913182,28.09403,1.0292
490040,1.7343,"4,130",0.995027,1.006809,0,Voluntary non-profit - Private,Voluntary non-profit,Private,4,1463,220.08283,225.226739,0.9772
490041,1.8021,"1,412",0.960293,0.971715,2,Voluntary non-profit - Private,Voluntary non-profit,Private,3,1363,122.550847,125.096426,0.9797
490042,1.7006,"1,926",0.950646,0.945329,3,Voluntary non-profit - Private,Voluntary non-profit,Private,3,955,177.345703,183.506635,0.9664
490043,1.602,"4,323",1.000088,1.009683,0,Voluntary non-profit - Private,Voluntary non-profit,Private,5,1548,256.403854,277.686704,0.9234
490044,1.7277,"3,681",0.922583,0.900836,6,Voluntary non-profit - Other,Voluntary non-profit,Other,5,1301,247.440582,246.955831,1.002
490045,1.8324,"1,526",0.986655,0.974886,1,Voluntary non-profit - Private,Voluntary non-profit,Private,4,684,108.54798,113.105916,0.9597
490046,1.7594,"5,146",0.908555,0.896608,6,Voluntary non-profit - Other,Voluntary non-profit,Other,4,3345,426.10314,432.679674,0.9848
490048,1.7925,"5,416",1.030347,1.005177,0,Proprietary,Proprietary,,3,2151,340.883367,332.717302,1.0245
490050,2.0725,"5,249",0.945315,0.965304,2,Voluntary non-profit - Private,Voluntary non-profit,Private,4,1819,221.227492,227.418396,0.9728
490052,1.904,"6,512",0.996788,0.99994,0,Voluntary non-profit - Private,Voluntary non-profit,Private,2,1786,321.708029,309.195733,1.0405
490053,1.6326,"1,912",0.993346,0.984745,1,Voluntary non-profit - Private,Voluntary non-profit,Private,2,819,164.791338,151.223031,1.0897
490057,1.8846,"5,088",0.94989,0.955493,3,Voluntary non-profit - Other,Voluntary non-profit,Other,4,2217,365.345945,374.206914,0.9763
490059,2.1143,"5,585",1.027422,1.005701,0,Voluntary non-profit - Church,Voluntary non-profit,Church,4,2272,299.124866,319.609868,0.9359
490060,1.6747,840,0.93444,0.915061,5,Proprietary,Proprietary,,3,379,78.844123,75.972742,1.0378
490063,2.3552,"11,997",1.010151,0.994751,0,Voluntary non-profit - Private,Voluntary non-profit,Private,5,3139,488.481527,541.51756,0.9021
490066,1.6805,"2,880",0.919898,0.914572,5,Voluntary non-profit - Private,Voluntary non-profit,Private,4,1591,198.781471,217.013868,0.916
490067,1.7027,"3,527",1.05576,1.049976,0,Proprietary,Proprietary,,1,1525,332.746318,308.669592,1.078
490069,2.0111,"4,946",0.994217,0.985028,1,Voluntary non-profit - Church,Voluntary non-profit,Church,3,2154,335.685106,345.599984,0.9713
490075,1.7114,"3,754",1.001066,0.998088,0,Proprietary,Proprietary,,2,2166,430.0386,410.337756,1.048
490077,1.7803,"3,297",0.917037,0.935515,4,Voluntary non-profit - Private,Voluntary non-profit,Private,5,2088,250.693293,279.590429,0.8966
490084,1.4503,712,0.929082,0.882834,7,Voluntary non-profit - Private,Voluntary non-profit,Private,4,236,38.913,39.085994,0.9956
490088,1.2473,794,0.910827,0.993188,0,Voluntary non-profit - Private,Voluntary non-profit,Private,4,349,62.325224,62.068494,1.0041
490089,1.3934,439,0.875235,0.902756,6,Voluntary non-profit - Private,Voluntary non-profit,Private,3,252,42.945345,43.573968,0.9856
490090,1.4875,"1,258",0.968941,0.991404,0,Voluntary non-profit - Other,Voluntary non-profit,Other,4,611,115.866606,114.175436,1.0148
490092,1.4354,506,0.859018,0.865339,8,Proprietary,Proprietary,,2,89,19.388561,18.635799,1.0404
490093,1.873,"2,437",0.936675,0.924817,4,Voluntary non-profit - Private,Voluntary non-profit,Private,4,1318,203.038121,203.026373,1.0001
490098,1.5444,"1,079",0.924662,0.946688,3,Voluntary non-profit - Private,Voluntary non-profit,Private,4,522,103.021891,102.251064,1.0075
490101,1.7114,"2,583",0.954102,0.958091,2,Voluntary non-profit - Other,Voluntary non-profit,Other,5,976,105.849726,113.936703,0.929
490107,1.9497,"3,320",0.974552,1.013212,0,Voluntary non-profit - Private,Voluntary non-profit,Private,4,1387,142.857041,141.635711,1.0086
490110,1.8005,"1,980",0.938678,0.899167,6,Proprietary,Proprietary,,4,626,92.768275,91.202088,1.0172
490111,1.6431,589,0.997724,0.962524,2,Proprietary,Proprietary,,4,368,73.354284,73.993743,0.9914
490112,2.0241,"10,345",0.988943,0.984552,1,Proprietary,Proprietary,,4,4280,593.037849,594.919532,0.9968
490113,1.7407,"2,746",0.9474,0.962497,2,Voluntary non-profit - Private,Voluntary non-profit,Private,4,1175,236.183539,232.906368,1.0141
490114,1.4746,680,0.876435,0.932157,4,Voluntary non-profit - Private,Voluntary non-profit,Private,3,59,13.213404,12.864773,1.0271
490115,1.5,638,0.989701,0.953951,3,Proprietary,Proprietary,,2,451,81.743924,80.235357,1.0188
490116,1.4588,605,1.044319,0.96548,2,Proprietary,Proprietary,,2,200,38.804605,37.416155,1.0371
490118,1.9505,"6,261",0.996614,1.013067,0,Voluntary non-profit - Other,Voluntary non-profit,Other,5,2255,327.826104,318.561427,1.0291
490119,1.8511,"3,817",0.915019,0.903119,6,Voluntary non-profit - Other,Voluntary non-profit,Other,4,1343,255.537608,261.948925,0.9755
490120,1.7578,"5,193",0.937098,0.926416,4,Government - Hospital District or Authority,Government,Hospital District or Authority,3,2085,394.154467,390.527511,1.0093
490122,1.7279,"2,279",0.967615,1.011361,0,Voluntary non-profit - Private,Voluntary non-profit,Private,4,1315,100.224789,110.332256,0.9084
490126,1.4589,685,0.992387,0.990525,0,Voluntary non-profit - Private,Voluntary non-profit,Private,4,332,63.125096,63.212942,0.9986
490127,1.2665,270,0.983616,0.880243,7,Voluntary non-profit - Private,Voluntary non-profit,Private,3,245,51.359236,48.03743,1.0692
490130,1.541,"1,294",0.901213,0.914282,5,Voluntary non-profit - Private,Voluntary non-profit,Private,3,589,102.815321,101.376164,1.0142
490136,1.8056,"2,855",1.006712,1.014967,0,Voluntary non-profit - Church,Voluntary non-profit,Church,4,961,168.365627,169.325731,0.9943
490140,1.4571,"1,255",0.924043,0.913112,5,Voluntary non-profit - Private,Voluntary non-profit,Private,4,469,92.826602,84.511458,1.0984
490141,1.6011,"1,659",0.975647,1.006713,0,Proprietary,Proprietary,,2,603,122.127443,113.153304,1.0793
490144,1.6401,931,0.988655,0.955348,3,Voluntary non-profit - Private,Voluntary non-profit,Private,4,263,44.055527,47.030804,0.9367
490145,1.6663,406,0.898992,1.011765,0,Proprietary,Proprietary,,,52,10.82848,10.636132,1.0181
500002,1.6909,"2,305",0.923504,0.938294,4,Voluntary non-profit - Private,Voluntary non-profit,Private,3,1223,151.577337,160.400121,0.945
500003,1.6165,"2,258",0.905111,0.905524,6,Government - Hospital District or Authority,Government,Hospital District or Authority,3,951,161.264592,160.620905,1.004
500005,2.3311,"4,807",0.951165,0.984149,1,Voluntary non-profit - Private,Voluntary non-profit,Private,5,1675,196.141547,204.998664,0.9568
500007,1.9099,736,0.897166,0.884434,7,Government - Hospital District or Authority,Government,Hospital District or Authority,5,187,28.734918,29.31576,0.9802
500008,2.4626,"7,844",0.985992,0.983785,1,Government - State,Government,State,3,884,160.749652,160.152126,1.0037
500011,1.7063,"1,416",0.909911,0.962801,2,Voluntary non-profit - Private,Voluntary non-profit,Private,3,317,54.092702,58.054215,0.9318
500014,1.8817,"5,886",0.935851,0.950049,3,Voluntary non-profit - Church,Voluntary non-profit,Church,3,1991,286.130873,303.971237,0.9413
500015,1.7464,"1,349",0.977321,0.925681,4,Voluntary non-profit - Private,Voluntary non-profit,Private,2,476,91.317133,90.993969,1.0036
500016,1.9196,"3,816",0.916005,0.948967,3,Voluntary non-profit - Private,Voluntary non-profit,Private,4,1304,202.951003,224.557056,0.9038
500019,1.4603,"1,241",0.904308,0.867459,8,Voluntary non-profit - Other,Voluntary non-profit,Other,3,465,78.06318,79.788895,0.9784
500021,1.6657,"1,342",0.876649,0.910338,5,Voluntary non-profit - Church,Voluntary non-profit,Church,3,372,68.623172,68.285282,1.0049
500024,2.1428,"5,315",0.896622,0.913494,5,Voluntary non-profit - Private,Voluntary non-profit,Private,3,2284,332.698749,339.667054,0.9795
500025,3.3243,"2,438",0.980107,1.014234,0,Voluntary non-profit - Church,Voluntary non-profit,Church,5,839,135.61771,143.497849,0.9451
500026,1.6701,"1,955",0.945866,0.972656,1,Voluntary non-profit - Private,Voluntary non-profit,Private,4,793,137.516951,143.640576,0.9574
500027,2.1422,"3,743",0.939236,0.951702,3,Voluntary non-profit - Private,Voluntary non-profit,Private,5,1560,150.471408,159.818136,0.9415
500030,1.8908,"4,446",0.931774,0.946698,3,Voluntary non-profit - Other,Voluntary non-profit,Other,4,1759,263.569601,300.624411,0.8767
500031,1.6042,"1,183",0.988272,0.953734,3,Voluntary non-profit - Private,Voluntary non-profit,Private,1,518,95.864214,98.281644,0.9754
500033,1.5806,935,0.819574,0.902827,6,Government - Hospital District or Authority,Government,Hospital District or Authority,5,203,33.496657,34.930166,0.959
500036,1.7102,"3,383",0.906332,0.911078,5,Voluntary non-profit - Private,Voluntary non-profit,Private,2,1491,240.035604,255.442173,0.9397
500039,2.1291,"4,371",0.947507,0.972334,1,Voluntary non-profit - Private,Voluntary non-profit,Private,3,2350,317.053788,346.468053,0.9151
500041,1.6414,"1,746",0.915587,0.864463,8,Voluntary non-profit - Church,Voluntary non-profit,Church,2,822,151.34221,151.566227,0.9985
500044,2.2467,"3,137",0.998055,0.954185,3,Voluntary non-profit - Private,Voluntary non-profit,Private,4,852,150.285876,150.117058,1.0011
500050,2.1613,"4,319",0.923339,0.886192,7,Voluntary non-profit - Private,Voluntary non-profit,Private,4,2128,281.328501,292.739932,0.961
500051,1.9463,"2,878",0.933228,0.919322,5,Voluntary non-profit - Other,Voluntary non-profit,Other,4,1177,186.346189,192.984429,0.9656
500053,1.6957,"1,701",0.960746,0.968854,2,Government - Hospital District or Authority,Government,Hospital District or Authority,2,733,134.459311,132.811153,1.0124
500054,2.5569,"6,765",0.994246,1.005418,0,Voluntary non-profit - Church,Voluntary non-profit,Church,3,2444,305.878984,358.258088,0.8538
500058,1.9021,"6,168",0.940515,0.955607,3,Voluntary non-profit - Private,Voluntary non-profit,Private,3,2495,398.506186,415.723196,0.9586
500064,2.5977,"3,261",1.031837,1.05913,0,Government - Local,Government,Local,1,229,47.120676,47.104477,1.0003
500072,1.6698,"1,986",0.891581,0.882758,7,Government - Local,Government,Local,3,731,116.159796,127.840577,0.9086
500077,1.8877,"1,945",0.985212,0.939768,4,Voluntary non-profit - Private,Voluntary non-profit,Private,2,668,112.268105,115.393507,0.9729
500079,1.6174,"5,695",0.921143,0.895406,6,Voluntary non-profit - Private,Voluntary non-profit,Private,1,2180,425.21182,396.126012,1.0734
500088,1.9719,"3,508",0.904687,0.906844,6,Government - Hospital District or Authority,Government,Hospital District or Authority,4,1337,227.22336,234.11143,0.9706
500119,1.6831,"1,365",0.951408,0.891776,7,Voluntary non-profit - Private,Voluntary non-profit,Private,4,558,94.033945,96.184437,0.9776
500124,1.7678,"3,317",0.940817,0.950443,3,Government - Hospital District or Authority,Government,Hospital District or Authority,5,1201,198.473856,218.323023,0.9091
500129,2.11,"5,610",0.935237,0.941627,3,Voluntary non-profit - Private,Voluntary non-profit,Private,2,1869,303.168625,304.976755,0.9941
500139,1.793,"1,058",0.905519,0.908911,5,Voluntary non-profit - Private,Voluntary non-profit,Private,2,623,76.457527,73.467363,1.0407
500141,1.7852,"1,578",0.940362,0.908225,6,Voluntary non-profit - Church,Voluntary non-profit,Church,3,542,88.762414,95.446446,0.93
500150,1.6799,"2,048",0.847735,0.827558,10,Voluntary non-profit - Private,Voluntary non-profit,Private,5,645,115.735593,120.932431,0.957
500151,1.6396,"2,083",0.92532,0.89513,6,Voluntary non-profit - Church,Voluntary non-profit,Church,4,592,102.895007,108.863656,0.9452
500152,1.8046,"1,358",0.951526,0.95132,3,Voluntary non-profit - Private,Voluntary non-profit,Private,4,456,76.321378,76.761472,0.9943
510001,2.3214,"8,651",1.043168,1.078036,0,Voluntary non-profit - Private,Voluntary non-profit,Private,3,2110,368.816438,368.560617,1.0007
510002,1.4749,911,1.000584,0.938142,4,Proprietary,Proprietary,,4,606,115.864806,116.466015,0.9948
510006,1.7019,"4,201",0.952422,0.947871,3,Voluntary non-profit - Private,Voluntary non-profit,Private,4,1594,325.057064,312.674418,1.0396
510007,1.9243,"5,305",1.016145,1.04333,0,Voluntary non-profit - Church,Voluntary non-profit,Church,2,2321,410.846131,393.917502,1.043
510008,1.615,"2,489",0.918715,0.946955,3,Voluntary non-profit - Private,Voluntary non-profit,Private,2,995,179.114404,184.930865,0.9685
510013,1.4794,969,0.973655,0.991435,0,Voluntary non-profit - Private,Voluntary non-profit,Private,3,210,43.049979,43.064856,0.9997
510022,2.1246,"9,182",1.011134,1.006527,0,Voluntary non-profit - Private,Voluntary non-profit,Private,1,3612,642.612008,622.777347,1.0318
510023,1.5875,"2,269",1.061148,1.011095,0,Government - Local,Government,Local,2,963,190.780873,195.775479,0.9745
510024,2.047,"2,631",1.038753,1.032576,0,Voluntary non-profit - Private,Voluntary non-profit,Private,4,895,162.404165,160.472592,1.012
510029,1.4955,"2,120",0.961545,0.989031,0,Voluntary non-profit - Private,Voluntary non-profit,Private,2,908,148.93057,145.998332,1.0201
510030,1.5961,809,0.881769,0.943094,3,Voluntary non-profit - Private,Voluntary non-profit,Private,3,308,56.767596,57.619652,0.9852
510038,1.4292,422,0.867468,0.995558,0,Voluntary non-profit - Private,Voluntary non-profit,Private,4,232,43.635799,42.634556,1.0235
510046,1.627,"2,301",1.010034,1.001757,0,Government - Local,Government,Local,1,1084,164.638614,150.813695,1.0917
510048,1.5574,"1,344",0.92982,0.934506,4,Proprietary,Proprietary,,4,573,126.935886,127.608147,0.9947
510050,1.8136,"3,304",1.090066,1.058116,0,Voluntary non-profit - Church,Voluntary non-profit,Church,1,1375,281.240501,249.545764,1.127
510055,1.8851,"2,702",1.028551,1.070451,0,Voluntary non-profit - Private,Voluntary non-profit,Private,4,627,133.959697,133.617495,1.0026
510058,1.6683,"4,251",1.023385,1.029936,0,Voluntary non-profit - Private,Voluntary non-profit,Private,2,1904,378.430842,374.168329,1.0114
510062,1.8296,"1,530",1.008457,1.027652,0,Voluntary non-profit - Private,Voluntary non-profit,Private,1,425,102.038919,94.811235,1.0762
520002,1.8803,695,0.855572,0.877442,7,Voluntary non-profit - Church,Voluntary non-profit,Church,4,239,41.949733,41.268851,1.0165
520004,1.7189,"1,713",0.917269,0.917896,5,Voluntary non-profit - Private,Voluntary non-profit,Private,5,610,100.668735,113.675398,0.8856
520008,1.7416,"3,480",1.013921,1.041169,0,Voluntary non-profit - Private,Voluntary non-profit,Private,3,1342,231.176742,234.999634,0.9837
520009,1.9762,"1,654",0.923501,0.90499,6,Voluntary non-profit - Private,Voluntary non-profit,Private,4,281,46.498468,50.322561,0.924
520011,1.5764,575,0.936365,0.956353,2,Voluntary non-profit - Private,Voluntary non-profit,Private,3,202,36.658125,36.387238,1.0074
520013,1.9561,"1,984",0.990372,1.021476,0,Voluntary non-profit - Church,Voluntary non-profit,Church,4,701,124.516472,137.683947,0.9044
520017,1.1827,314,0.909232,0.82593,10,Voluntary non-profit - Church,Voluntary non-profit,Church,5,65,12.471745,12.369175,1.0083
520019,1.5885,691,0.866983,0.927975,4,Voluntary non-profit - Private,Voluntary non-profit,Private,3,207,33.89751,35.830314,0.9461
520021,1.7204,"1,708",1.015228,1.054618,0,Government - Local,Government,Local,1,677,126.823046,119.143845,1.0645
520028,1.5609,815,0.909755,0.907789,6,Voluntary non-profit - Private,Voluntary non-profit,Private,4,252,46.997132,45.542602,1.0319
520030,2.1898,"3,825",0.923556,0.958937,2,Proprietary,Proprietary,,4,1507,217.430496,224.595743,0.9681
520033,1.6375,569,0.879608,0.865849,8,Voluntary non-profit - Private,Voluntary non-profit,Private,3,272,32.043362,28.400049,1.1283
520034,1.5028,553,0.890663,0.835244,10,Voluntary non-profit - Private,Voluntary non-profit,Private,5,64,13.000768,13.000896,1
520035,1.7405,912,0.913133,0.902487,6,Voluntary non-profit - Private,Voluntary non-profit,Private,5,313,53.740858,58.707224,0.9154
520037,2.2244,"3,191",1.069037,0.987528,1,Voluntary non-profit - Church,Voluntary non-profit,Church,2,869,156.578145,146.824942,1.0664
520038,1.5448,406,0.91896,0.916689,5,Voluntary non-profit - Private,Voluntary non-profit,Private,4,195,36.885914,37.66726,0.9793
520041,1.3643,538,0.890352,0.902915,6,Voluntary non-profit - Private,Voluntary non-profit,Private,4,234,39.973456,38.814437,1.0299
520044,1.5185,407,0.900384,0.877205,7,Voluntary non-profit - Private,Voluntary non-profit,Private,3,67,10.322288,10.226277,1.0094
520045,2.0253,"1,228",0.949573,0.942148,3,Voluntary non-profit - Private,Voluntary non-profit,Private,4,71,10.36529,10.13099,1.0231
520049,2.3268,"1,672",0.957944,0.967268,2,Voluntary non-profit - Private,Voluntary non-profit,Private,5,433,64.737618,70.338849,0.9204
520051,2.2133,"1,973",0.96194,0.976285,1,Voluntary non-profit - Church,Voluntary non-profit,Church,3,598,121.753658,117.091541,1.0398
520057,1.3855,780,0.865521,0.884247,7,Voluntary non-profit - Private,Voluntary non-profit,Private,5,224,38.743627,40.973904,0.9456
520059,1.7237,765,0.929337,0.937997,4,Voluntary non-profit - Private,Voluntary non-profit,Private,3,207,36.930684,38.63158,0.956
520062,1.621,974,0.951909,0.932929,4,Voluntary non-profit - Private,Voluntary non-profit,Private,4,563,55.177357,55.269684,0.9983
520063,1.4917,"1,245",0.987261,0.92982,4,Voluntary non-profit - Private,Voluntary non-profit,Private,4,453,88.856792,90.200444,0.9851
520066,1.8844,"1,756",0.959703,0.968474,2,Voluntary non-profit - Private,Voluntary non-profit,Private,3,606,108.637802,106.694619,1.0182
