Facility ID,casemixindex,cases,MSPB-1 Baseline Rate,MSPB-1 Performance Rate,MSPB-1 Achievement Points,Hospital Ownership,Hospital Ownership2,Ownership 3,Hospital overall rating,Total Number of Discharges,Sum Predicted Readmissions,Sum Expected Readmissions,Total Excess Readmission Ratio
260138,2.5353,"5,950",1.014026,1.021619,0,Voluntary non-profit - Private,Voluntary non-profit,Private,5,1523,287.999498,282.844186,1.0182
260141,2.1793,"5,851",1.034824,1.056081,0,Government - State,Government,State,2,1333,216.311612,209.123548,1.0344
260142,1.1788,459,0.898229,0.884316,7,Voluntary non-profit - Other,Voluntary non-profit,Other,2,99,18.689819,17.857327,1.0466
260163,1.622,"1,339",0.930622,0.960666,2,Voluntary non-profit - Private,Voluntary non-profit,Private,2,610,118.59922,117.40192,1.0102
260175,1.5247,777,0.902227,0.932202,4,Government - Hospital District or Authority,Government,Hospital District or Authority,4,421,60.628664,60.173693,1.0076
260176,1.9689,564,0.930043,0.994384,0,Proprietary,Proprietary,,3,381,36.285347,33.386197,1.0868
260177,1.8022,"2,421",1.029038,1.015671,0,Government - Hospital District or Authority,Government,Hospital District or Authority,3,826,142.478595,144.245605,0.9877
260179,1.934,"4,779",0.949428,1.005246,0,Voluntary non-profit - Private,Voluntary non-profit,Private,5,2845,403.98869,415.84245,0.9715
260180,1.9659,"3,083",0.994109,0.999107,0,Voluntary non-profit - Private,Voluntary non-profit,Private,3,1212,276.361328,260.336885,1.0616
260183,2.0275,"3,251",0.970458,1.009551,0,Voluntary non-profit - Private,Voluntary non-profit,Private,2,1281,212.037996,222.197419,0.9543
260186,1.7637,"1,791",0.910072,0.938179,4,Voluntary non-profit - Other,Voluntary non-profit,Other,2,773,138.265471,139.86136,0.9886
260190,1.6662,"1,618",0.948096,0.946938,3,Proprietary,Proprietary,,3,284,54.490261,53.235195,1.0236
260191,1.5924,"1,716",0.983928,1.014443,0,Voluntary non-profit - Other,Voluntary non-profit,Other,5,696,144.070368,138.591182,1.0395
260193,1.8185,"1,120",0.919989,0.940555,3,Proprietary,Proprietary,,4,601,118.775304,107.650778,1.1033
260195,1.9174,633,0.892476,0.931482,4,Government - Hospital District or Authority,Government,Hospital District or Authority,3,220,38.638468,38.819924,0.9953
260200,1.6468,"2,759",1.024588,1.01547,0,Voluntary non-profit - Church,Voluntary non-profit,Church,3,1012,205.499749,201.119682,1.0218
260214,1.3519,"1,191",0.890682,0.936468,4,Voluntary non-profit - Private,Voluntary non-profit,Private,2,410,59.480837,53.758416,1.1064
260216,1.6738,"3,910",0.961799,0.986132,1,Voluntary non-profit - Private,Voluntary non-profit,Private,5,1933,304.769145,307.221511,0.992
260219,1.5684,744,0.967127,0.986307,1,Voluntary non-profit - Private,Voluntary non-profit,Private,5,266,50.0853,50.034108,1.001
270003,1.4665,"1,846",0.854043,0.875266,8,Voluntary non-profit - Private,Voluntary non-profit,Private,4,570,95.326752,97.385532,0.9789
270004,2.2825,"5,166",0.968994,1.030546,0,Voluntary non-profit - Private,Voluntary non-profit,Private,5,1791,273.498954,298.359591,0.9167
270012,1.8517,"3,519",1.003576,0.967018,2,Voluntary non-profit - Private,Voluntary non-profit,Private,3,1083,151.529352,161.596975,0.9377
270014,2.2767,"3,992",0.897015,0.917001,5,Voluntary non-profit - Church,Voluntary non-profit,Church,5,1645,173.190638,187.915721,0.9216
270017,2.0265,"1,265",0.936451,0.919271,5,Voluntary non-profit - Private,Voluntary non-profit,Private,2,481,57.488582,60.103307,0.9565
270023,1.8643,957,0.935798,0.981613,1,Voluntary non-profit - Private,Voluntary non-profit,Private,4,121,17.816645,17.524914,1.0166
270049,2.247,"3,512",0.953488,1.000758,0,Voluntary non-profit - Church,Voluntary non-profit,Church,5,1958,220.004712,239.362778,0.9191
270051,2.067,"2,620",0.981659,0.927075,4,Voluntary non-profit - Private,Voluntary non-profit,Private,4,738,120.44954,124.814724,0.965
270057,1.8056,"2,074",0.923329,0.862994,8,Voluntary non-profit - Private,Voluntary non-profit,Private,4,460,78.97432,79.853132,0.989
280003,2.2692,"9,551",1.00696,1.024611,0,Voluntary non-profit - Private,Voluntary non-profit,Private,5,3119,415.034315,459.162736,0.9039
280009,2.2094,"1,824",1.028001,1.093484,0,Voluntary non-profit - Church,Voluntary non-profit,Church,5,465,81.661612,84.415022,0.9674
280013,2.4797,"7,826",1.010052,1.015649,0,Voluntary non-profit - Private,Voluntary non-profit,Private,3,1742,276.646044,279.630543,0.9893
280020,2.0033,"1,834",0.98602,1.026655,0,Voluntary non-profit - Private,Voluntary non-profit,Private,4,546,101.942752,103.303853,0.9868
280023,1.8611,"1,570",0.984749,1.052201,0,Voluntary non-profit - Church,Voluntary non-profit,Church,4,874,120.277124,129.636199,0.9278
280032,1.7058,"1,242",0.990902,0.961299,2,Voluntary non-profit - Other,Voluntary non-profit,Other,3,407,72.927017,73.740135,0.989
280040,2.1705,"5,136",1.019565,1.014441,0,Voluntary non-profit - Private,Voluntary non-profit,Private,5,2306,269.235999,288.217978,0.9341
280065,1.7694,"2,234",0.995755,0.974928,1,Voluntary non-profit - Private,Voluntary non-profit,Private,2,1082,166.932993,167.580038,0.9961
280077,1.4932,911,0.99815,0.935621,4,Voluntary non-profit - Private,Voluntary non-profit,Private,4,363,61.904609,64.462592,0.9603
280081,1.9638,"1,482",1.037389,1.056839,0,Voluntary non-profit - Private,Voluntary non-profit,Private,4,338,62.739198,64.094576,0.9789
280111,1.4829,637,1.004096,1.090761,0,Voluntary non-profit - Other,Voluntary non-profit,Other,3,154,28.251588,28.744779,0.9828
280125,1.8069,"1,829",1.000764,1.020539,0,Voluntary non-profit - Church,Voluntary non-profit,Church,5,554,82.074143,92.665871,0.8857
280128,3.4399,912,0.963349,1.00077,0,Voluntary non-profit - Private,Voluntary non-profit,Private,3,494,78.498544,76.894818,1.0209
280130,1.8515,"1,723",0.9821,0.944776,3,Voluntary non-profit - Church,Voluntary non-profit,Church,5,741,104.298064,106.472787,0.9796
280132,1.3396,"1,893",0.923614,0.942513,3,Proprietary,Proprietary,,5,665,115.729581,113.333734,1.0211
280134,2.2678,"1,532",1.044668,1.04116,0,Proprietary,Proprietary,,4,921,129.640221,129.146037,1.0038
290001,2.1442,"7,687",0.985494,1.02066,0,Voluntary non-profit - Private,Voluntary non-profit,Private,2,1708,283.547586,298.662463,0.9494
290003,2.2585,"6,175",1.136999,1.154002,0,Proprietary,Proprietary,,1,1151,247.490856,229.143786,1.0801
290005,1.675,"1,556",1.114637,1.147651,0,Voluntary non-profit - Private,Voluntary non-profit,Private,2,356,82.160358,78.66291,1.0445
290007,2.1385,"3,004",1.108337,1.108876,0,Voluntary non-profit - Other,Voluntary non-profit,Other,2,470,95.756367,92.659393,1.0334
290008,1.5326,654,0.966512,0.976525,1,Proprietary,Proprietary,,2,161,29.60569,28.989549,1.0213
290009,2.1664,"3,352",0.897856,0.916095,5,Proprietary,Proprietary,,4,1117,208.357882,205.549278,1.0137
290021,1.9758,"2,903",1.106416,1.090249,0,Proprietary,Proprietary,,1,563,118.507205,118.302865,1.0017
290022,1.8677,"2,167",1.073341,1.082253,0,Proprietary,Proprietary,,3,718,145.989902,140.700192,1.0376
290032,1.8551,"1,319",0.945602,0.894965,6,Proprietary,Proprietary,,3,539,60.298629,62.944934,0.958
290039,1.9994,"6,867",1.059491,1.07759,0,Proprietary,Proprietary,,4,2096,474.459233,426.298031,1.113
290041,1.7161,"3,792",1.097896,1.052273,0,Proprietary,Proprietary,,1,990,204.40359,175.995614,1.1614
290046,2.1977,"3,216",1.114979,1.071125,0,Proprietary,Proprietary,,2,1051,187.202294,169.248981,1.1061
290047,2.0195,"2,764",1.044779,1.074868,0,Proprietary,Proprietary,,4,775,173.126992,159.078167,1.0883
290049,1.5624,"1,557",0.879408,0.930968,4,Voluntary non-profit - Private,Voluntary non-profit,Private,5,325,55.745676,56.784017,0.9817
290053,2.0029,"1,705",1.047157,1.096504,0,Voluntary non-profit - Private,Voluntary non-profit,Private,4,404,81.658262,80.788467,1.0108
290054,1.7852,"3,251",1.056677,1.037894,0,Voluntary non-profit - Private,Voluntary non-profit,Private,1,1068,175.372364,152.184364,1.1524
290057,1.7611,"3,009",1.107971,1.014381,0,Proprietary,Proprietary,,3,774,155.245777,142.897039,1.0864
300001,2.0043,"4,187",1.007044,1.031809,0,Voluntary non-profit - Private,Voluntary non-profit,Private,3,2258,320.458982,293.685093,1.0912
300003,2.5322,"7,050",1.018179,1.031737,0,Voluntary non-profit - Private,Voluntary non-profit,Private,3,2219,311.491717,324.126619,0.961
300005,1.5361,"1,268",1.003465,0.95044,3,Voluntary non-profit - Private,Voluntary non-profit,Private,4,547,97.557133,99.332586,0.9821
300011,1.545,"1,898",1.036373,1.014629,0,Voluntary non-profit - Other,Voluntary non-profit,Other,4,878,153.171974,154.097576,0.994
300012,1.6331,"3,724",0.996588,1.030047,0,Voluntary non-profit - Private,Voluntary non-profit,Private,2,1718,263.652106,242.528319,1.0871
300014,1.4153,"1,046",0.978402,0.97302,1,Proprietary,Proprietary,,3,458,78.163476,80.540651,0.9705
300017,1.488,"1,656",0.949147,1.014113,0,Proprietary,Proprietary,,4,655,119.661615,123.583845,0.9683
300018,1.529,"2,814",0.975008,0.944385,3,Voluntary non-profit - Private,Voluntary non-profit,Private,4,1081,202.222842,200.897563,1.0066
300019,1.554,"1,679",0.944999,0.959115,2,Voluntary non-profit - Private,Voluntary non-profit,Private,3,680,130.93235,131.217447,0.9978
300020,1.543,"2,660",0.983115,0.966112,2,Voluntary non-profit - Private,Voluntary non-profit,Private,3,1030,190.587481,181.22923,1.0516
300023,1.5637,"1,925",0.971581,0.941827,3,Voluntary non-profit - Private,Voluntary non-profit,Private,5,898,154.926523,158.28356,0.9788
300029,2.0613,"3,555",1.008148,1.026941,0,Proprietary,Proprietary,,4,1105,181.554298,188.224657,0.9646
300034,2.1592,"4,553",1.01903,0.991297,0,Voluntary non-profit - Private,Voluntary non-profit,Private,5,2330,381.693436,379.317997,1.0063
310001,2.4506,"9,334",1.071745,1.053148,0,Voluntary non-profit - Private,Voluntary non-profit,Private,5,3741,561.641939,589.366824,0.953
310002,2.4591,"2,032",1.06738,1.072296,0,Voluntary non-profit - Private,Voluntary non-profit,Private,2,620,127.620565,126.087174,1.0122
310003,1.675,"1,686",1.006265,1.051189,0,Voluntary non-profit - Private,Voluntary non-profit,Private,3,736,144.15157,137.347308,1.0495
310005,1.5813,"3,277",1.00509,0.942618,3,Voluntary non-profit - Private,Voluntary non-profit,Private,5,1106,164.1387,158.626949,1.0347
310006,1.9332,"1,295",1.034513,1.034104,0,Proprietary,Proprietary,,3,552,107.062648,105.761008,1.0123
310008,1.864,"3,144",1.070792,1.063114,0,Voluntary non-profit - Private,Voluntary non-profit,Private,2,1755,271.779859,275.835438,0.9853
310009,1.7715,"2,540",1.117214,1.134834,0,Voluntary non-profit - Private,Voluntary non-profit,Private,3,1026,201.327017,207.421343,0.9706
310010,1.5991,"4,336",0.97571,0.974192,1,Voluntary non-profit - Private,Voluntary non-profit,Private,5,1576,232.432597,216.178748,1.0752
310011,1.4547,"2,601",1.008846,0.987841,1,Voluntary non-profit - Private,Voluntary non-profit,Private,3,1015,205.000709,188.792698,1.0859
310012,1.99,"6,815",0.988364,1.028507,0,Voluntary non-profit - Private,Voluntary non-profit,Private,4,2949,416.053266,451.518512,0.9215
310014,2.1976,"7,372",1.086546,1.056984,0,Voluntary non-profit - Private,Voluntary non-profit,Private,2,1447,276.89193,262.495415,1.0548
310015,2.3002,"12,492",1.026111,1.034527,0,Voluntary non-profit - Private,Voluntary non-profit,Private,5,5825,693.348949,779.659041,0.8893
310016,1.6397,"1,074",1.086785,1.097176,0,Voluntary non-profit - Church,Voluntary non-profit,Church,2,413,95.350768,89.957908,1.0599
310017,1.6378,"3,445",1.087193,1.067171,0,Voluntary non-profit - Private,Voluntary non-profit,Private,4,1135,179.392508,203.22424,0.8827
310019,2.1437,"4,084",1.048671,1.078912,0,Voluntary non-profit - Church,Voluntary non-profit,Church,1,1765,324.441415,317.327123,1.0224
310021,1.9526,651,1.048307,1.003734,0,Voluntary non-profit - Church,Voluntary non-profit,Church,3,209,40.33145,41.201569,0.9789
310022,1.5268,"8,582",1.077707,1.043431,0,Voluntary non-profit - Private,Voluntary non-profit,Private,2,3558,594.808263,564.351084,1.054
310025,1.6423,"1,606",1.094241,1.138755,0,Voluntary non-profit - Private,Voluntary non-profit,Private,2,643,139.321168,132.979147,1.0477
310027,1.8429,"1,240",1.165214,1.181338,0,Voluntary non-profit - Private,Voluntary non-profit,Private,1,417,86.62765,80.982122,1.0697
310028,1.5155,"3,225",1.034688,1.059427,0,Voluntary non-profit - Private,Voluntary non-profit,Private,3,1303,241.611943,245.603783,0.9837
310029,2.4272,"3,515",1.031124,1.06297,0,Government - State,Government,State,2,1622,299.014604,289.336932,1.0334
310031,2.8965,"1,540",1.016296,1.062561,0,Voluntary non-profit - Private,Voluntary non-profit,Private,4,952,156.367148,168.610704,0.9274
310032,1.6654,"4,635",1.043089,1.059174,0,Voluntary non-profit - Private,Voluntary non-profit,Private,3,1779,377.473834,343.284368,1.0996
310034,1.6975,"4,702",1.038246,1.069315,0,Voluntary non-profit - Private,Voluntary non-profit,Private,3,1768,252.364863,243.27728,1.0374
310038,2.3748,"7,891",1.06569,1.073687,0,Voluntary non-profit - Private,Voluntary non-profit,Private,2,2454,453.219499,434.805881,1.0423
310039,1.5972,"3,214",1.079566,1.120327,0,Voluntary non-profit - Private,Voluntary non-profit,Private,2,1263,256.826067,243.032675,1.0568
310040,1.6046,716,1.112297,1.202298,0,Voluntary non-profit - Church,Voluntary non-profit,Church,1,253,51.050984,47.95673,1.0645
310041,1.6184,"8,531",1.113238,1.09548,0,Voluntary non-profit - Private,Voluntary non-profit,Private,2,3416,637.141049,579.339867,1.0998
310044,1.7259,"2,049",1.079114,1.104571,0,Voluntary non-profit - Private,Voluntary non-profit,Private,3,606,114.371358,111.746391,1.0235
310045,1.9698,"4,882",1.048856,1.043408,0,Voluntary non-profit - Private,Voluntary non-profit,Private,4,1979,301.23821,282.210692,1.0674
310047,1.4958,"3,123",1.014604,0.991823,0,Voluntary non-profit - Private,Voluntary non-profit,Private,2,928,178.857619,169.476318,1.0554
310048,1.5767,"4,866",1.04928,1.053149,0,Voluntary non-profit - Private,Voluntary non-profit,Private,2,1878,306.811804,301.202956,1.0186
310050,1.6766,"3,891",1.00895,1.049851,0,Proprietary,Proprietary,,4,1395,272.287251,255.70888,1.0648
310051,1.8497,"5,653",1.016854,1.020587,0,Voluntary non-profit - Private,Voluntary non-profit,Private,4,2244,292.055725,320.795388,0.9104
310052,1.6273,"6,476",1.077502,1.136493,0,Voluntary non-profit - Other,Voluntary non-profit,Other,2,2973,479.836127,472.249821,1.0161
310054,1.6567,"2,948",1.059234,1.086131,0,Voluntary non-profit - Private,Voluntary non-profit,Private,2,1156,229.460802,224.413101,1.0225
310057,1.5571,"3,741",1.05079,1.056834,0,Voluntary non-profit - Private,Voluntary non-profit,Private,3,1259,246.956373,236.893183,1.0425
310060,1.6043,"1,875",0.924082,0.941258,3,Voluntary non-profit - Other,Voluntary non-profit,Other,5,628,130.283016,122.353251,1.0648
310061,1.412,"1,297",1.076546,1.104093,0,Voluntary non-profit - Private,Voluntary non-profit,Private,2,444,92.538572,86.821669,1.0658
310064,1.8625,"7,406",1.016177,0.989448,0,Voluntary non-profit - Private,Voluntary non-profit,Private,4,3684,532.83918,523.908383,1.017
310069,1.618,"4,347",1.041679,1.011907,0,Voluntary non-profit - Private,Voluntary non-profit,Private,3,834,159.153321,144.846567,1.0988
310070,1.6853,"2,945",1.00363,1.017169,0,Voluntary non-profit - Private,Voluntary non-profit,Private,4,1088,159.433398,157.917639,1.0096
310073,2.2766,"10,200",1.051178,1.035775,0,Voluntary non-profit - Private,Voluntary non-profit,Private,3,3990,677.662904,660.309724,1.0263
310074,1.8899,"2,118",1.054768,1.049873,0,Voluntary non-profit - Private,Voluntary non-profit,Private,2,452,83.330588,83.23959,1.0011
310075,1.7437,"2,860",1.095765,1.084257,0,Voluntary non-profit - Private,Voluntary non-profit,Private,3,971,136.450464,137.550253,0.992
310076,2.1011,"6,267",1.049748,1.041173,0,Voluntary non-profit - Other,Voluntary non-profit,Other,2,1667,309.544517,301.289377,1.0274
310083,1.7543,802,1.102302,1.114211,0,Proprietary,Proprietary,,1,301,67.625894,63.281908,1.0686
310084,1.7071,"1,872",1.121305,1.093048,0,Voluntary non-profit - Private,Voluntary non-profit,Private,3,671,135.876262,126.134246,1.0772
310086,1.6312,"8,866",1.02509,1.008785,0,Voluntary non-profit - Private,Voluntary non-profit,Private,2,2790,513.183559,466.531429,1.1
310092,1.9999,"1,577",1.154566,1.169334,0,Voluntary non-profit - Private,Voluntary non-profit,Private,2,293,62.202496,60.990309,1.0199
310096,2.0556,"1,100",0.951942,0.993974,0,Proprietary,Proprietary,,4,348,77.828821,77.292366,1.0069
310108,1.9587,"4,958",1.129781,1.1341,0,Voluntary non-profit - Private,Voluntary non-profit,Private,2,2032,370.992733,362.850958,1.0224
310110,1.5866,"2,448",1.038439,1.061696,0,Voluntary non-profit - Private,Voluntary non-profit,Private,2,972,200.807479,191.107703,1.0508
310111,1.5703,"4,370",1.076473,1.080914,0,Voluntary non-profit - Private,Voluntary non-profit,Private,2,1511,264.318474,278.604128,0.9487
310112,1.6878,"2,982",1.030574,1.071715,0,Voluntary non-profit - Private,Voluntary non-profit,Private,2,1063,226.129209,218.463401,1.0351
310113,1.541,"3,164",1.03807,1.050922,0,Voluntary non-profit - Private,Voluntary non-profit,Private,3,1067,194.765428,209.67674,0.9289
310115,1.4949,"1,660",1.03708,1.087751,0,Voluntary non-profit - Private,Voluntary non-profit,Private,4,537,100.77282,97.912347,1.0292
310118,1.7998,588,1.141689,1.109955,0,Proprietary,Proprietary,,1,184,37.785552,35.466372,1.0654
310119,2.1342,"1,600",1.140807,1.128354,0,Government - State,Government,State,1,95,19.932884,18.710228,1.0653
310130,1.7031,"1,366",1.100828,1.093009,0,Proprietary,Proprietary,,2,788,102.759009,102.610003,1.0015
320001,2.414,"3,507",1.041627,1.042797,0,Government - State,Government,State,2,354,67.553619,72.581526,0.9307
320002,1.853,"2,792",0.924909,0.893377,6,Voluntary non-profit - Private,Voluntary non-profit,Private,4,700,94.959516,111.922216,0.8484
320004,1.6554,"1,062",0.966055,0.999653,0,Voluntary non-profit - Private,Voluntary non-profit,Private,2,337,60.871449,59.808904,1.0178
320005,1.8846,"2,994",0.956748,0.963689,2,Voluntary non-profit - Private,Voluntary non-profit,Private,1,1227,180.743155,179.771035,1.0054
320006,1.7132,"1,173",0.920624,0.917932,5,Proprietary,Proprietary,,1,392,75.09847,73.319092,1.0243
320009,2.5108,"3,769",0.998259,1.020216,0,Proprietary,Proprietary,,3,1054,186.05167,177.318131,1.0493
320018,1.85,"2,029",1.021031,1.040069,0,Proprietary,Proprietary,,2,632,108.07682,110.193063,0.9808
320021,2.0133,"7,875",0.966147,0.950003,3,Voluntary non-profit - Private,Voluntary non-profit,Private,3,2840,344.620824,365.932513,0.9418
320022,1.5485,849,0.966478,0.918533,5,Voluntary non-profit - Private,Voluntary non-profit,Private,4,312,53.936672,54.954183,0.9815
320063,1.974,423,0.898776,0.976305,1,Voluntary non-profit - Other,Voluntary non-profit,Other,1,202,31.935208,31.769656,1.0052
320074,1.5925,606,0.983075,0.967403,2,Proprietary,Proprietary,,2,95,15.775225,14.0828,1.1202
320085,2.1179,"2,349",1.060802,1.011237,0,Proprietary,Proprietary,,1,871,155.446584,153.184347,1.0148
330005,2.1467,"7,708",0.958166,0.967723,2,Voluntary non-profit - Private,Voluntary non-profit,Private,3,2571,407.766236,418.524809,0.9743
330006,1.6889,603,1.108975,1.18217,0,Voluntary non-profit - Private,Voluntary non-profit,Private,1,208,41.505044,39.734287,1.0446
330008,1.4037,355,0.895919,0.978102,1,Government - Local,Government,Local,2,120,18.850785,18.42672,1.023
330009,1.7942,"1,575",0.949576,1.013811,0,Proprietary,Proprietary,,2,263,60.466711,56.721027,1.066
330011,1.6406,"2,559",0.898506,0.941225,3,Voluntary non-profit - Private,Voluntary non-profit,Private,3,914,163.678192,163.948036,0.9984
330013,2.3033,"7,976",1.002999,1.002073,0,Voluntary non-profit - Private,Voluntary non-profit,Private,2,1702,256.380784,254.733527,1.0065
330014,1.8604,"1,887",1.017688,1.020099,0,Voluntary non-profit - Private,Voluntary non-profit,Private,1,513,103.550181,97.588918,1.0611
330019,1.6451,"3,015",1.092278,1.154613,0,Voluntary non-profit - Private,Voluntary non-profit,Private,1,987,206.289807,192.33606,1.0725
330023,2.0492,"7,576",0.982432,0.997079,0,Voluntary non-profit - Private,Voluntary non-profit,Private,3,3088,600.616352,571.084586,1.0517
330024,2.73,"11,528",0.984012,0.985914,1,Voluntary non-profit - Private,Voluntary non-profit,Private,4,2431,378.789966,402.383818,0.9414
330027,1.5183,"2,486",1.043004,1.111948,0,Government - Local,Government,Local,1,258,52.13406,49.997576,1.0427
330030,1.3888,"1,048",0.86898,0.899004,6,Voluntary non-profit - Private,Voluntary non-profit,Private,3,347,69.4206,65.02439,1.0676
330043,2.1186,"6,219",1.044598,1.040323,0,Voluntary non-profit - Private,Voluntary non-profit,Private,3,2488,375.0088,368.51782,1.0176
330044,1.5322,"3,048",1.01943,1.082381,0,Voluntary non-profit - Private,Voluntary non-profit,Private,2,851,170.445322,161.323722,1.0565
330045,1.7606,"6,522",1.009926,1.017213,0,Voluntary non-profit - Private,Voluntary non-profit,Private,5,2779,464.454737,452.99604,1.0253
330046,2.0886,"6,411",1.023833,1.052969,0,Voluntary non-profit - Private,Voluntary non-profit,Private,3,1490,221.04217,215.971772,1.0235
330047,1.5839,985,0.965963,0.976858,1,Voluntary non-profit - Private,Voluntary non-profit,Private,3,475,89.186829,94.049532,0.9483
330049,1.5199,"1,642",0.973492,1.023328,0,Voluntary non-profit - Private,Voluntary non-profit,Private,4,1033,126.913239,125.243363,1.0133
330055,1.8258,"5,958",1.058046,1.072247,0,Voluntary non-profit - Private,Voluntary non-profit,Private,5,1602,318.810282,312.61321,1.0198
330056,1.8753,"1,665",1.032054,1.084484,0,Voluntary non-profit - Other,Voluntary non-profit,Other,2,264,54.911132,52.759136,1.0408
330057,1.9522,"6,550",0.946444,0.981126,1,Voluntary non-profit - Private,Voluntary non-profit,Private,4,2542,377.445846,400.81488,0.9417
330058,1.6226,956,0.929251,0.86456,8,Voluntary non-profit - Private,Voluntary non-profit,Private,1,383,74.354077,68.362437,1.0876
330059,2.0799,"11,221",1.016094,1.03041,0,Voluntary non-profit - Private,Voluntary non-profit,Private,2,2855,562.336855,522.660393,1.0759
330065,1.5449,638,0.924184,0.869032,8,Voluntary non-profit - Other,Voluntary non-profit,Other,1,117,23.026821,22.029177,1.0453
330073,1.4901,993,0.980271,0.967016,2,Voluntary non-profit - Private,Voluntary non-profit,Private,2,266,46.220993,45.002285,1.0271
330074,1.6602,"1,119",0.906709,0.892621,6,Voluntary non-profit - Private,Voluntary non-profit,Private,2,368,70.954546,68.13315,1.0414
330078,1.7698,"1,501",0.967818,0.965109,2,Voluntary non-profit - Private,Voluntary non-profit,Private,3,391,76.165681,74.17932,1.0268
330079,1.834,746,0.942321,0.884242,7,Voluntary non-profit - Other,Voluntary non-profit,Other,4,73,12.109167,12.127198,0.9985
330080,1.7335,"1,135",0.918921,0.975635,1,Government - Local,Government,Local,1,126,29.466168,27.06258,1.0888
330084,1.2303,369,0.832141,0.830758,10,Voluntary non-profit - Other,Voluntary non-profit,Other,2,157,33.289721,31.678744,1.0509
330085,1.1841,805,0.947821,1.073128,0,Voluntary non-profit - Private,Voluntary non-profit,Private,2,368,61.133492,60.830932,1.005
330090,1.5025,"2,315",0.99541,0.953482,3,Voluntary non-profit - Private,Voluntary non-profit,Private,2,993,182.80638,181.91475,1.0049
330094,1.5784,"1,274",1.00569,0.978581,1,Voluntary non-profit - Private,Voluntary non-profit,Private,1,464,94.209749,90.367307,1.0425
330096,1.3782,559,0.912429,0.963595,2,Voluntary non-profit - Private,Voluntary non-profit,Private,3,283,50.652839,49.174132,1.0301
330101,2.3531,"23,512",1.007888,1.023627,0,Voluntary non-profit - Private,Voluntary non-profit,Private,5,6342,1144.521944,1094.70995,1.0455
330102,1.6455,"1,145",1.006497,0.994871,0,Voluntary non-profit - Church,Voluntary non-profit,Church,3,334,64.170918,61.770185,1.0389
330103,1.5325,"2,051",0.945618,0.971695,2,Proprietary,Proprietary,,1,1050,203.735105,189.688628,1.0741
330104,1.7053,"3,178",1.069186,1.066691,0,Voluntary non-profit - Other,Voluntary non-profit,Other,2,1006,219.692902,188.792545,1.1637
330106,2.1373,"13,380",1.012809,1.032499,0,Voluntary non-profit - Private,Voluntary non-profit,Private,5,4729,731.215111,688.131536,1.0626
330107,1.555,"4,355",1.068703,1.042059,0,Voluntary non-profit - Private,Voluntary non-profit,Private,3,2185,263.084328,264.330807,0.9953
330111,1.0369,234,1.122563,0.937636,4,Voluntary non-profit - Church,Voluntary non-profit,Church,,112,19.581534,18.312714,1.0693
330115,1.5145,662,0.877907,0.956753,2,Voluntary non-profit - Other,Voluntary non-profit,Other,3,244,41.686604,39.501328,1.0553
330119,2.4009,"5,651",1.015127,1.020682,0,Voluntary non-profit - Private,Voluntary non-profit,Private,4,1755,251.402996,249.736161,1.0067
330125,2.1949,"4,708",0.944625,0.967469,2,Voluntary non-profit - Private,Voluntary non-profit,Private,1,1324,276.821504,252.644502,1.0957
330126,1.6691,"6,757",1.026272,1.041838,0,Voluntary non-profit - Private,Voluntary non-profit,Private,4,2776,500.192491,498.333957,1.0037
330127,1.8267,"2,239",1.029586,1.058207,0,Government - Local,Government,Local,2,256,52.107218,51.704826,1.0078
330128,1.707,"1,442",1.059206,1.058139,0,Government - Local,Government,Local,1,300,56.520765,55.54318,1.0176
330135,1.4502,773,0.975504,0.977366,1,Voluntary non-profit - Church,Voluntary non-profit,Church,3,377,68.775366,67.172504,1.0239
330136,2.0155,"3,096",1.015605,1.052036,0,Voluntary non-profit - Private,Voluntary non-profit,Private,2,887,157.214834,159.724537,0.9843
330140,2.1864,"6,202",0.957261,0.96063,2,Voluntary non-profit - Private,Voluntary non-profit,Private,2,3510,615.216266,534.122462,1.1518
330141,1.8461,"3,588",1.124435,1.140207,0,Voluntary non-profit - Private,Voluntary non-profit,Private,1,1631,352.843578,325.455218,1.0842
330153,1.9309,"3,135",0.972188,0.990451,0,Voluntary non-profit - Private,Voluntary non-profit,Private,2,1337,263.348524,251.94272,1.0453
330157,1.4264,"1,895",0.928593,0.953396,3,Voluntary non-profit - Private,Voluntary non-profit,Private,3,593,116.244486,114.282889,1.0172
330158,1.8382,"4,115",1.140579,1.11419,0,Voluntary non-profit - Church,Voluntary non-profit,Church,3,1779,345.808766,332.730861,1.0393
330160,1.9082,"7,870",1.037606,1.032118,0,Voluntary non-profit - Private,Voluntary non-profit,Private,4,2151,403.340697,406.696759,0.9917
330162,1.7668,"2,637",0.928672,0.961874,2,Voluntary non-profit - Private,Voluntary non-profit,Private,4,821,112.930342,113.848583,0.9919
330164,1.6222,"2,955",0.901699,0.898435,6,Voluntary non-profit - Private,Voluntary non-profit,Private,2,955,142.497342,133.743062,1.0655
330169,1.8011,"5,132",1.033763,1.05011,0,Voluntary non-profit - Private,Voluntary non-profit,Private,3,1552,327.388404,314.777295,1.0401
330175,1.3914,862,0.89083,0.914303,5,Voluntary non-profit - Private,Voluntary non-profit,Private,3,442,78.333354,79.805357,0.9816
330180,1.6727,"2,279",0.922434,0.985671,1,Voluntary non-profit - Private,Voluntary non-profit,Private,3,900,167.87092,172.518384,0.9731
