Facility ID,Measure Name,Number of Discharges,Excess Readmission Ratio,Predicted Readmission Rate,Expected Readmission Rate
450828,READM-30-HF-HRRP,75,0.9443,21.1243,22.37
450828,READM-30-COPD-HRRP,N/A,0.9987,16.9928,17.0148
450828,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
450828,READM-30-AMI-HRRP,N/A,1.012,17.8853,17.673
450831,READM-30-PN-HRRP,N/A,N/A,N/A,N/A
450831,READM-30-HIP-KNEE-HRRP,N/A,N/A,N/A,N/A
450831,READM-30-HF-HRRP,0,N/A,N/A,N/A
450831,READM-30-COPD-HRRP,0,N/A,N/A,N/A
450831,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
450831,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A
450833,READM-30-PN-HRRP,N/A,1.0055,13.1887,13.1165
450833,READM-30-HIP-KNEE-HRRP,N/A,0.9122,3.1457,3.4486
450833,READM-30-HF-HRRP,N/A,0.9754,19.3772,19.8662
450833,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A
450833,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
450833,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A
450834,READM-30-PN-HRRP,N/A,N/A,N/A,N/A
450834,READM-30-HIP-KNEE-HRRP,N/A,0.7839,2.4129,3.0782
450834,READM-30-HF-HRRP,N/A,N/A,N/A,N/A
450834,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A
450834,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
450834,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A
450840,READM-30-PN-HRRP,112,1.0538,14.5213,13.7796
450840,READM-30-HIP-KNEE-HRRP,N/A,N/A,N/A,N/A
450840,READM-30-HF-HRRP,156,1.0641,19.8643,18.6675
450840,READM-30-COPD-HRRP,N/A,0.9911,16.292,16.4379
450840,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
450840,READM-30-AMI-HRRP,N/A,0.9898,13.7271,13.8691
450844,READM-30-PN-HRRP,514,1.0855,20.5497,18.9307
450844,READM-30-HIP-KNEE-HRRP,166,1.1519,5.1506,4.4712
450844,READM-30-HF-HRRP,619,0.9478,21.0945,22.2571
450844,READM-30-COPD-HRRP,136,1.0082,19.3788,19.2204
450844,READM-30-CABG-HRRP,N/A,1.1484,13.3434,11.6188
450844,READM-30-AMI-HRRP,163,1.0995,18.2889,16.6344
450847,READM-30-PN-HRRP,393,0.9212,17.3662,18.8527
450847,READM-30-HIP-KNEE-HRRP,N/A,N/A,N/A,N/A
450847,READM-30-HF-HRRP,306,1.0844,23.3771,21.5567
450847,READM-30-COPD-HRRP,84,0.9846,18.088,18.3701
450847,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
450847,READM-30-AMI-HRRP,N/A,0.9377,14.7397,15.7187
450848,READM-30-PN-HRRP,252,1.0334,19.6326,18.9986
450848,READM-30-HIP-KNEE-HRRP,N/A,N/A,N/A,N/A
450848,READM-30-HF-HRRP,187,1.0493,23.4091,22.3095
450848,READM-30-COPD-HRRP,63,0.9709,21.2445,21.8807
450848,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
450848,READM-30-AMI-HRRP,N/A,0.9306,14.8735,15.982
450851,READM-30-PN-HRRP,N/A,N/A,N/A,N/A
450851,READM-30-HIP-KNEE-HRRP,N/A,N/A,N/A,N/A
450851,READM-30-HF-HRRP,109,0.9701,19.2176,19.8101
450851,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A
450851,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
450851,READM-30-AMI-HRRP,217,1.0477,14.5454,13.8827
450853,READM-30-PN-HRRP,N/A,N/A,N/A,N/A
450853,READM-30-HIP-KNEE-HRRP,401,1.0404,3.8228,3.6744
450853,READM-30-HF-HRRP,N/A,N/A,N/A,N/A
450853,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A
450853,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
450853,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A
450855,READM-30-PN-HRRP,191,1.0039,16.6035,16.5394
450855,READM-30-HIP-KNEE-HRRP,N/A,0.9558,3.79,3.9651
450855,READM-30-HF-HRRP,153,1.0051,21.9982,21.8858
450855,READM-30-COPD-HRRP,N/A,1.0145,15.6695,15.4452
450855,READM-30-CABG-HRRP,N/A,1.0233,16.5041,16.1291
450855,READM-30-AMI-HRRP,N/A,0.9674,16.0742,16.6154
450856,READM-30-PN-HRRP,N/A,N/A,N/A,N/A
450856,READM-30-HIP-KNEE-HRRP,360,0.9784,3.1572,3.2269
450856,READM-30-HF-HRRP,N/A,N/A,N/A,N/A
450856,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A
450856,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
450856,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A
450860,READM-30-PN-HRRP,N/A,N/A,N/A,N/A
450860,READM-30-HIP-KNEE-HRRP,N/A,1.0094,4.0865,4.0485
450860,READM-30-HF-HRRP,N/A,N/A,N/A,N/A
450860,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A
450860,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
450860,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A
450862,READM-30-PN-HRRP,344,1.05,16.9667,16.1584
450862,READM-30-HIP-KNEE-HRRP,N/A,N/A,N/A,N/A
450862,READM-30-HF-HRRP,339,0.9037,18.1378,20.0701
450862,READM-30-COPD-HRRP,102,1.0301,19.2876,18.7243
450862,READM-30-CABG-HRRP,63,1.1819,13.107,11.0898
450862,READM-30-AMI-HRRP,88,1.0187,14.8,14.5288
450864,READM-30-PN-HRRP,N/A,N/A,N/A,N/A
450864,READM-30-HIP-KNEE-HRRP,1077,0.7757,2.9027,3.7418
450864,READM-30-HF-HRRP,N/A,N/A,N/A,N/A
450864,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A
450864,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
450864,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A
450865,READM-30-PN-HRRP,N/A,N/A,N/A,N/A
450865,READM-30-HIP-KNEE-HRRP,N/A,0.9297,3.4982,3.7629
450865,READM-30-HF-HRRP,N/A,N/A,N/A,N/A
450865,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A
450865,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
450865,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A
450867,READM-30-PN-HRRP,130,1.0564,14.686,13.9019
450867,READM-30-HIP-KNEE-HRRP,N/A,1.0305,3.7462,3.6353
450867,READM-30-HF-HRRP,N/A,0.9549,17.3118,18.1299
450867,READM-30-COPD-HRRP,N/A,1.0082,19.2312,19.0741
450867,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
450867,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A
450869,READM-30-PN-HRRP,242,1.0521,19.871,18.8869
450869,READM-30-HIP-KNEE-HRRP,N/A,0.8588,3.7858,4.4084
450869,READM-30-HF-HRRP,278,1.0799,25.4277,23.5463
450869,READM-30-COPD-HRRP,61,0.9995,19.7373,19.7473
450869,READM-30-CABG-HRRP,89,0.9277,14.3546,15.4734
450869,READM-30-AMI-HRRP,134,1.0551,19.4105,18.3966
450871,READM-30-PN-HRRP,N/A,N/A,N/A,N/A
450871,READM-30-HIP-KNEE-HRRP,N/A,0.8943,3.3243,3.7173
450871,READM-30-HF-HRRP,N/A,N/A,N/A,N/A
450871,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A
450871,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
450871,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A
450872,READM-30-PN-HRRP,N/A,N/A,N/A,N/A
450872,READM-30-HIP-KNEE-HRRP,N/A,N/A,N/A,N/A
450872,READM-30-HF-HRRP,N/A,N/A,N/A,N/A
450872,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A
450872,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
450872,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A
450874,READM-30-PN-HRRP,N/A,N/A,N/A,N/A
450874,READM-30-HIP-KNEE-HRRP,N/A,1.012,3.0441,3.0079
450874,READM-30-HF-HRRP,N/A,N/A,N/A,N/A
450874,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A
450874,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
450874,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A
450875,READM-30-PN-HRRP,N/A,N/A,N/A,N/A
450875,READM-30-HIP-KNEE-HRRP,933,0.8968,3.1975,3.5655
450875,READM-30-HF-HRRP,N/A,N/A,N/A,N/A
450875,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A
450875,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
450875,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A
450876,READM-30-PN-HRRP,N/A,1.0054,15.024,14.9436
450876,READM-30-HIP-KNEE-HRRP,619,1.142,4.4823,3.925
450876,READM-30-HF-HRRP,186,0.9977,19.4339,19.4785
450876,READM-30-COPD-HRRP,N/A,0.999,19.1355,19.1553
450876,READM-30-CABG-HRRP,88,1.0613,11.0169,10.381
450876,READM-30-AMI-HRRP,137,1.065,12.9852,12.1929
450877,READM-30-PN-HRRP,N/A,N/A,N/A,N/A
450877,READM-30-HIP-KNEE-HRRP,N/A,1.0921,4.2269,3.8703
450877,READM-30-HF-HRRP,N/A,N/A,N/A,N/A
450877,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A
450877,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
450877,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A
450880,READM-30-PN-HRRP,N/A,N/A,N/A,N/A
450880,READM-30-HIP-KNEE-HRRP,183,1.3292,4.9952,3.758
450880,READM-30-HF-HRRP,N/A,N/A,N/A,N/A
450880,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A
450880,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
450880,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A
450883,READM-30-PN-HRRP,N/A,N/A,N/A,N/A
450883,READM-30-HIP-KNEE-HRRP,N/A,0.9959,3.6823,3.6976
450883,READM-30-HF-HRRP,N/A,N/A,N/A,N/A
450883,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A
450883,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
450883,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A
450885,READM-30-PN-HRRP,153,1.1774,18.2233,15.4777
450885,READM-30-HIP-KNEE-HRRP,N/A,0.985,4.0615,4.1234
450885,READM-30-HF-HRRP,83,0.9499,20.9775,22.0832
450885,READM-30-COPD-HRRP,N/A,1.0179,18.4428,18.1191
450885,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
450885,READM-30-AMI-HRRP,N/A,1.0205,16.1148,15.7904
450888,READM-30-PN-HRRP,N/A,N/A,N/A,N/A
450888,READM-30-HIP-KNEE-HRRP,N/A,0.8086,2.9098,3.5986
450888,READM-30-HF-HRRP,N/A,N/A,N/A,N/A
450888,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A
450888,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
450888,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A
450889,READM-30-PN-HRRP,N/A,N/A,N/A,N/A
450889,READM-30-HIP-KNEE-HRRP,N/A,0.7843,2.533,3.2296
450889,READM-30-HF-HRRP,N/A,N/A,N/A,N/A
450889,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A
450889,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
450889,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A
450890,READM-30-PN-HRRP,314,1.0062,15.1426,15.0486
450890,READM-30-HIP-KNEE-HRRP,N/A,0.8011,3.8985,4.8664
450890,READM-30-HF-HRRP,219,0.9308,19.4776,20.9257
450890,READM-30-COPD-HRRP,145,1.007,19.6188,19.4815
450890,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
450890,READM-30-AMI-HRRP,N/A,0.9561,17.2318,18.0231
450891,READM-30-PN-HRRP,N/A,N/A,N/A,N/A
450891,READM-30-HIP-KNEE-HRRP,N/A,0.9805,3.1906,3.2541
450891,READM-30-HF-HRRP,N/A,N/A,N/A,N/A
450891,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A
450891,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
450891,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A
450893,READM-30-PN-HRRP,N/A,N/A,N/A,N/A
450893,READM-30-HIP-KNEE-HRRP,N/A,N/A,N/A,N/A
450893,READM-30-HF-HRRP,59,1.0723,21.162,19.7351
450893,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A
450893,READM-30-CABG-HRRP,188,0.9976,10.6669,10.6926
450893,READM-30-AMI-HRRP,N/A,0.99,11.3708,11.4859
460001,READM-30-PN-HRRP,289,0.9397,15.0671,16.034
460001,READM-30-HIP-KNEE-HRRP,N/A,0.8903,3.42,3.8415
460001,READM-30-HF-HRRP,208,0.845,16.1627,19.1264
460001,READM-30-COPD-HRRP,N/A,0.9853,17.7249,17.9893
460001,READM-30-CABG-HRRP,N/A,0.828,8.8524,10.6914
460001,READM-30-AMI-HRRP,359,0.8602,9.5832,11.1412
460003,READM-30-PN-HRRP,N/A,1.0271,14.9289,14.5354
460003,READM-30-HIP-KNEE-HRRP,N/A,0.9528,3.0583,3.2098
460003,READM-30-HF-HRRP,N/A,0.9682,17.7903,18.3754
460003,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A
460003,READM-30-CABG-HRRP,N/A,0.9631,10.9012,11.3191
460003,READM-30-AMI-HRRP,N/A,0.9759,11.0876,11.3616
460004,READM-30-PN-HRRP,266,0.8992,13.7743,15.3187
460004,READM-30-HIP-KNEE-HRRP,N/A,0.9228,3.7002,4.0099
460004,READM-30-HF-HRRP,258,0.8504,16.7594,19.707
460004,READM-30-COPD-HRRP,N/A,0.9466,16.9142,17.8687
460004,READM-30-CABG-HRRP,N/A,0.9034,8.5869,9.5047
460004,READM-30-AMI-HRRP,N/A,0.8276,9.2706,11.2022
460005,READM-30-PN-HRRP,109,1.0277,16.4946,16.0506
460005,READM-30-HIP-KNEE-HRRP,N/A,0.8991,4.6044,5.1214
460005,READM-30-HF-HRRP,90,0.9735,19.715,20.251
460005,READM-30-COPD-HRRP,N/A,0.9405,17.3276,18.4233
460005,READM-30-CABG-HRRP,N/A,0.9113,12.1381,13.3198
460005,READM-30-AMI-HRRP,N/A,1.0099,12.7109,12.586
460006,READM-30-PN-HRRP,N/A,0.9325,13.0554,13.9998
460006,READM-30-HIP-KNEE-HRRP,N/A,0.9518,4.024,4.2277
460006,READM-30-HF-HRRP,54,1.0233,19.4885,19.0439
460006,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A
460006,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
460006,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A
460007,READM-30-PN-HRRP,N/A,0.9202,13.6996,14.8882
460007,READM-30-HIP-KNEE-HRRP,N/A,0.9525,3.6829,3.8665
460007,READM-30-HF-HRRP,N/A,0.9676,18.0396,18.6445
460007,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A
460007,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
460007,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A
460009,READM-30-PN-HRRP,188,0.8816,15.5949,17.6892
460009,READM-30-HIP-KNEE-HRRP,280,0.9389,4.3172,4.598
460009,READM-30-HF-HRRP,429,0.8549,18.2169,21.3099
460009,READM-30-COPD-HRRP,N/A,0.9311,19.6897,21.1458
460009,READM-30-CABG-HRRP,N/A,0.8885,10.9972,12.377
460009,READM-30-AMI-HRRP,211,0.8976,11.6224,12.9482
460010,READM-30-PN-HRRP,322,0.9526,14.752,15.4864
460010,READM-30-HIP-KNEE-HRRP,N/A,0.8897,4.3494,4.8884
460010,READM-30-HF-HRRP,558,0.8827,17.5541,19.8876
460010,READM-30-COPD-HRRP,87,0.9937,17.7927,17.9056
460010,READM-30-CABG-HRRP,103,1.0485,11.5953,11.0587
460010,READM-30-AMI-HRRP,352,0.9021,11.1297,12.3374
460011,READM-30-PN-HRRP,132,0.9826,14.5903,14.8493
460011,READM-30-HIP-KNEE-HRRP,N/A,0.9584,3.017,3.1479
460011,READM-30-HF-HRRP,N/A,0.9381,17.1158,18.2457
460011,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A
460011,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
460011,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A
460013,READM-30-PN-HRRP,94,1.0464,15.6771,14.9822
460013,READM-30-HIP-KNEE-HRRP,286,1.0654,3.8193,3.585
460013,READM-30-HF-HRRP,N/A,0.9544,18.535,19.4206
460013,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A
460013,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
460013,READM-30-AMI-HRRP,N/A,0.9836,12.8387,13.0527
460014,READM-30-PN-HRRP,N/A,0.9294,13.3669,14.3823
460014,READM-30-HIP-KNEE-HRRP,N/A,1.0984,4.8821,4.445
460014,READM-30-HF-HRRP,N/A,0.9869,18.2407,18.4835
460014,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A
460014,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
460014,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A
460015,READM-30-PN-HRRP,103,0.9635,14.2414,14.7805
460015,READM-30-HIP-KNEE-HRRP,N/A,0.9301,3.3875,3.6421
460015,READM-30-HF-HRRP,N/A,0.8871,17.0764,19.2492
460015,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A
460015,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
460015,READM-30-AMI-HRRP,N/A,0.9375,11.3379,12.0939
460017,READM-30-PN-HRRP,N/A,0.9448,13.5229,14.3132
460017,READM-30-HIP-KNEE-HRRP,N/A,0.9347,3.7906,4.0552
460017,READM-30-HF-HRRP,N/A,N/A,N/A,N/A
460017,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A
460017,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
460017,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A
460019,READM-30-PN-HRRP,91,1.0406,16.5566,15.9099
460019,READM-30-HIP-KNEE-HRRP,N/A,0.9399,3.3453,3.559
460019,READM-30-HF-HRRP,N/A,0.9358,17.3134,18.5004
460019,READM-30-COPD-HRRP,N/A,1.0421,17.5123,16.8046
460019,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
460019,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A
460021,READM-30-PN-HRRP,536,0.9334,14.1662,15.1769
460021,READM-30-HIP-KNEE-HRRP,582,0.9777,4.0178,4.1093
460021,READM-30-HF-HRRP,393,0.8923,17.3681,19.4651
460021,READM-30-COPD-HRRP,125,0.9773,18.2127,18.6351
460021,READM-30-CABG-HRRP,N/A,0.7491,8.2058,10.9535
460021,READM-30-AMI-HRRP,490,0.8253,10.5349,12.7647
460023,READM-30-PN-HRRP,134,0.9277,12.8979,13.9025
460023,READM-30-HIP-KNEE-HRRP,N/A,1.0716,4.3355,4.0458
460023,READM-30-HF-HRRP,N/A,0.9065,15.2395,16.8109
460023,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A
460023,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
460023,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A
460026,READM-30-PN-HRRP,N/A,0.9756,12.8041,13.1243
460026,READM-30-HIP-KNEE-HRRP,N/A,0.9715,3.2261,3.3208
460026,READM-30-HF-HRRP,N/A,N/A,N/A,N/A
460026,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A
460026,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
460026,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A
460030,READM-30-PN-HRRP,84,1.0431,13.1745,12.6304
460030,READM-30-HIP-KNEE-HRRP,N/A,0.9824,3.3278,3.3875
460030,READM-30-HF-HRRP,N/A,0.9602,16.1799,16.8513
460030,READM-30-COPD-HRRP,N/A,0.9715,16.0448,16.5157
460030,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
460030,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A
460039,READM-30-PN-HRRP,N/A,N/A,N/A,N/A
460039,READM-30-HIP-KNEE-HRRP,N/A,N/A,N/A,N/A
460039,READM-30-HF-HRRP,N/A,N/A,N/A,N/A
460039,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A
460039,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
460039,READM-30-AMI-HRRP,0,N/A,N/A,N/A
460041,READM-30-PN-HRRP,173,0.9455,13.2718,14.0373
460041,READM-30-HIP-KNEE-HRRP,N/A,0.9099,3.4217,3.7605
460041,READM-30-HF-HRRP,119,0.9298,15.5362,16.7097
460041,READM-30-COPD-HRRP,N/A,0.9665,15.695,16.2384
460041,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
460041,READM-30-AMI-HRRP,N/A,0.9849,10.3754,10.5347
460042,READM-30-PN-HRRP,N/A,0.9347,13.28,14.2077
460042,READM-30-HIP-KNEE-HRRP,N/A,0.8968,3.3949,3.7855
460042,READM-30-HF-HRRP,74,0.9881,15.855,16.0464
460042,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A
460042,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
460042,READM-30-AMI-HRRP,N/A,0.9419,10.0196,10.6375
460043,READM-30-PN-HRRP,N/A,N/A,N/A,N/A
460043,READM-30-HIP-KNEE-HRRP,N/A,N/A,N/A,N/A
460043,READM-30-HF-HRRP,N/A,N/A,N/A,N/A
460043,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A
460043,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
460043,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A
460044,READM-30-PN-HRRP,N/A,0.9756,13.7829,14.1272
460044,READM-30-HIP-KNEE-HRRP,N/A,1.0783,4.3725,4.0549
460044,READM-30-HF-HRRP,N/A,0.9326,17.0446,18.2763
460044,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A
460044,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
460044,READM-30-AMI-HRRP,0,N/A,N/A,N/A
460047,READM-30-PN-HRRP,294,0.9102,13.8594,15.227
460047,READM-30-HIP-KNEE-HRRP,389,1.1091,4.1744,3.7637
460047,READM-30-HF-HRRP,230,0.8972,17.3338,19.3189
460047,READM-30-COPD-HRRP,55,1.0452,20.7597,19.8626
460047,READM-30-CABG-HRRP,N/A,1.0176,11.4847,11.2866
460047,READM-30-AMI-HRRP,162,0.9743,12.5438,12.8749
460049,READM-30-PN-HRRP,N/A,N/A,N/A,N/A
460049,READM-30-HIP-KNEE-HRRP,N/A,0.8069,2.9472,3.6526
460049,READM-30-HF-HRRP,N/A,N/A,N/A,N/A
460049,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A
460049,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
460049,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A
460051,READM-30-PN-HRRP,179,0.8789,13.562,15.431
460051,READM-30-HIP-KNEE-HRRP,N/A,1.0851,4.1869,3.8586
460051,READM-30-HF-HRRP,138,0.9613,18.4928,19.2367
460051,READM-30-COPD-HRRP,N/A,1.0285,19.3403,18.8049
460051,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
460051,READM-30-AMI-HRRP,N/A,0.9436,11.6075,12.3019
460052,READM-30-PN-HRRP,60,1.0608,16.1683,15.2422
460052,READM-30-HIP-KNEE-HRRP,N/A,1.1189,3.9891,3.5652
460052,READM-30-HF-HRRP,N/A,0.9763,18.9549,19.4144
460052,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A
460052,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
460052,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A
460054,READM-30-PN-HRRP,N/A,N/A,N/A,N/A
460054,READM-30-HIP-KNEE-HRRP,N/A,1.095,4.3177,3.9429
460054,READM-30-HF-HRRP,N/A,N/A,N/A,N/A
460054,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A
460054,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
460054,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A
460057,READM-30-PN-HRRP,N/A,1.0101,11.805,11.6871
460057,READM-30-HIP-KNEE-HRRP,N/A,0.8379,2.4625,2.9387
460057,READM-30-HF-HRRP,N/A,N/A,N/A,N/A
460057,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A
460057,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
460057,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A
460058,READM-30-PN-HRRP,N/A,0.9898,12.4423,12.5708
460058,READM-30-HIP-KNEE-HRRP,N/A,0.9407,4.6054,4.8954
460058,READM-30-HF-HRRP,N/A,1.0058,18.6148,18.5071
460058,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A
460058,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
460058,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A
460060,READM-30-PN-HRRP,N/A,0.9726,11.8904,12.2251
460060,READM-30-HIP-KNEE-HRRP,N/A,1.0823,3.4286,3.1679
460060,READM-30-HF-HRRP,N/A,0.9963,18.0582,18.1261
460060,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A
460060,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
460060,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A
460061,READM-30-PN-HRRP,N/A,1.0352,13.2987,12.8462
460061,READM-30-HIP-KNEE-HRRP,N/A,N/A,N/A,N/A
460061,READM-30-HF-HRRP,N/A,0.985,16.4216,16.6718
460061,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A
460061,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
460061,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A
460062,READM-30-PN-HRRP,N/A,N/A,N/A,N/A
460062,READM-30-HIP-KNEE-HRRP,N/A,N/A,N/A,N/A
460062,READM-30-HF-HRRP,N/A,N/A,N/A,N/A
460062,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A
460062,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
460062,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A
470001,READM-30-PN-HRRP,241,0.998,15.4115,15.4417
470001,READM-30-HIP-KNEE-HRRP,N/A,1.1806,4.7843,4.0525
470001,READM-30-HF-HRRP,289,1.103,21.312,19.3224
470001,READM-30-COPD-HRRP,123,0.9812,19.0881,19.4547
470001,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
470001,READM-30-AMI-HRRP,N/A,1.0183,15.6723,15.3902
470003,READM-30-PN-HRRP,316,0.9204,14.5659,15.8265
470003,READM-30-HIP-KNEE-HRRP,399,0.9023,3.4415,3.8142
470003,READM-30-HF-HRRP,744,0.9524,19.1068,20.0617
470003,READM-30-COPD-HRRP,219,0.9506,18.7142,19.6877
470003,READM-30-CABG-HRRP,212,0.8329,8.4806,10.1817
470003,READM-30-AMI-HRRP,731,0.8991,11.6855,12.9964
470005,READM-30-PN-HRRP,314,0.9612,15.5704,16.199
470005,READM-30-HIP-KNEE-HRRP,331,1.0572,4.2452,4.0153
470005,READM-30-HF-HRRP,249,1.0175,21.2289,20.8628
470005,READM-30-COPD-HRRP,168,1.0339,21.0432,20.3532
470005,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A
